bare	accented	translations_en	translations_de	aspect	partner	imperative_sg	imperative_pl	past_m	past_f	past_n	past_pl	presfut_sg1	presfut_sg2	presfut_sg3	presfut_pl1	presfut_pl2	presfut_pl3
побеждать	побежда'ть	win, triumph, prevail; defeat, vanquish, overcome	siegen	imperfective	победить	побежда'й	побежда'йте	побежда'л	побежда'ла	побежда'ло	побежда'ли	побежда'ю	побежда'ешь	побежда'ет	побежда'ем	побежда'ете	побежда'ют
поразиться	порази'ться	to be surprised	sich wundern über, erstaunt sein über, überrascht sein von, staunen über	perfective	поражаться	порази'сь	порази'тесь	порази'лся	порази'лась	порази'лось	порази'лись	поражу'сь	порази'шься	порази'тся	порази'мся	порази'тесь	поразя'тся
осесть	осе'сть	settle, sink, subside, accumulate	sich senken, sich setzen, ausfallen	perfective	оседать	ося'дь	ося'дьте	осе'л	осе'ла	осе'ло	осе'ли	ося'ду	ося'дешь	ося'дет	ося'дем	ося'дете	ося'дут
всплыть	всплыть	come to the surface, surface, come to light, reveal itself, arise, crop up, come up	auf der Oberfläche erscheinen, auftauchen, zum Vorschein kommen	perfective	всплывать	всплыви'	всплыви'те	всплы'л	всплыла'	всплы'ло	всплы'ли	всплыву'	всплывёшь	всплывёт	всплывём	всплывёте	всплыву'т
скрутить	скрути'ть	twist, roll, bind, tie up, get down	drehen, zusammendrehen, zusammenfilzen, zwirbeln; kleinkriegen, kirre machen; beuteln, packen	perfective	крутить,скручивать	скрути'	скрути'те	скрути'л	скрути'ла	скрути'ло	скрути'ли	скручу'	скру'тишь	скру'тит	скру'тим	скру'тите	скру'тят
впустить	впусти'ть	let in, admit	einlassen, hineinlassen, hereinlassen	perfective	впускать	впусти'	впусти'те	впусти'л	впусти'ла	впусти'ло	впусти'ли	впущу'	впу'стишь	впу'стит	впу'стим	впу'стите	впу'стят
стряхнуть	стряхну'ть	shake off	abschütteln	perfective	стряхивать	стряхни'	стряхни'те	стряхну'л	стряхну'ла	стряхну'ло	стряхну'ли	стряхну'	стряхнёшь	стряхнёт	стряхнём	стряхнёте	стряхну'т
выспаться	вы'спаться	get enough sleep	ausschlafen, sich ausschlafen	perfective	высыпаться	вы'спись	вы'спитесь	вы'спался	вы'спалась	вы'спалось	вы'спались	вы'сплюсь	вы'спишься	вы'спится	вы'спимся	вы'спитесь	вы'спятся
освоить	осво'ить	master, assimilate, cope	aneignen, meistern, nutzen lernen, erschließen	perfective	осваивать	осво'й	осво'йте	осво'ил	осво'ила	осво'ило	осво'или	осво'ю	осво'ишь	осво'ит	осво'им	осво'ите	осво'ят
доставаться	достава'ться	go to, goes to	zuteil werden, zukommen zufallen	imperfective	достаться	достава'йся	достава'йтесь	достава'лся	достава'лась	достава'лось	достава'лись	достаю'сь	достаёшься	достаётся	достаёмся	достаётесь	достаю'тся
сломаться	слома'ться	break, crack, pose, mince, put on airs, be extremely affected, make difficulties	brechen / zerbrechlich sein, abbrechen, durchbrechen; ausfallen / kaputt gehen; sich zieren / sträuben	perfective	ломаться	слома'йся	слома'йтесь	слома'лся	слома'лась	слома'лось	слома'лись	слома'юсь	слома'ешься	слома'ется	слома'емся	слома'етесь	слома'ются
струиться	струи'ться	run, stream, flow	rieseln, rinnen, strömen	imperfective		струи'сь	струи'тесь	струи'лся	струи'лась	струи'лось	струи'лись	струю'сь	струи'шься	струи'тся	струи'мся	струи'тесь	струя'тся
обняться	обня'ться		sich umarmen	perfective	обниматься	обними'сь	обними'тесь	о'бнялся,обня'лся	обняла'сь	о'бнялось,обня'лось	о'бнялись,обня'лись	обниму'сь	обни'мешься	обни'мется	обни'мемся	обни'метесь	обни'мутся
порождать	порожда'ть	give birth, beget, raise, engender, give rise	erzeugen, hervorrufen	imperfective	породить	порожда'й	порожда'йте	порожда'л	порожда'ла	порожда'ло	порожда'ли	порожда'ю	порожда'ешь	порожда'ет	порожда'ем	порожда'ете	порожда'ют
подражать	подража'ть	imitate	nachahmen, imitieren	imperfective		подража'й	подража'йте	подража'л	подража'ла	подража'ло	подража'ли	подража'ю	подража'ешь	подража'ет	подража'ем	подража'ете	подража'ют
разыгрывать	разы'грывать	play, perform, raffle, draw, play a trick, play a practical joke	aufführen, austragen, ausspielen, verlosen, foppen, zum besten haben	imperfective	разыграть	разы'грывай	разы'грывайте	разы'грывал	разы'грывала	разы'грывало	разы'грывали	разы'грываю	разы'грываешь	разы'грывает	разы'грываем	разы'грываете	разы'грывают
окончиться	око'нчиться		zu Ende sein, enden	perfective	оканчиваться	око'нчись	око'нчитесь	око'нчился	око'нчилась	око'нчилось	око'нчились	око'нчусь	око'нчишься	око'нчится	око'нчимся	око'нчитесь	око'нчатся
зазвенеть	зазвене'ть	ring out	erklingen	perfective	-	зазвени'	зазвени'те	зазвене'л	зазвене'ла	зазвене'ло	зазвене'ли	зазвеню'	зазвени'шь	зазвени'т	зазвени'м	зазвени'те	зазвеня'т
прорвать	прорва'ть		durchreißen	perfective	прорывать
перерезать	перереза'ть	cut, cut off, break, kill, slaughter	durchschneiden, zerschneiden	imperfective	перере'зать	перереза'й	перереза'йте	перереза'л	перереза'ла	перереза'ло	перереза'ли	перереза'ю	перереза'ешь	перереза'ет	перереза'ем	перереза'ете	перереза'ют
гаркнуть	га'ркнуть	shout, bark	krächzen	perfective	гаркать	га'ркни	га'ркните	га'ркнул	га'ркнула	га'ркнуло	га'ркнули	га'ркну	га'ркнешь	га'ркнет	га'ркнем	га'ркнете	га'ркнут
молвить	мо'лвить	say	reden, sagen, sprechen	imperfective	промолвить	мо'лви	мо'лвите	мо'лвил	мо'лвила	мо'лвило	мо'лвили	мо'лвлю	мо'лвишь	мо'лвит	мо'лвим	мо'лвите	мо'лвят
вывалиться	вы'валиться	fall out, tumble out	herausfallen, hinausfallen, stürzen, hinausströmen	perfective	вываливаться	вы'вались	вы'валитесь	вы'валился	вы'валилась	вы'валилось	вы'валились	вы'валюсь	вы'валишься	вы'валится	вы'валимся	вы'валитесь	вы'валятся
совершаться	соверша'ться	happen	geschehen, sich vollziehen, begangen werden, geleistet werden	imperfective	совершиться	соверша'йся	соверша'йтесь	соверша'лся	соверша'лась	соверша'лось	соверша'лись	соверша'юсь	соверша'ешься	соверша'ется	соверша'емся	соверша'етесь	соверша'ются
приступать	приступа'ть	get started, start, proceed	beginnen, schreiten	imperfective	приступить	приступа'й	приступа'йте	приступа'л	приступа'ла	приступа'ло	приступа'ли	приступа'ю	приступа'ешь	приступа'ет	приступа'ем	приступа'ете	приступа'ют
зашептать	зашепта'ть	begin to whisper	einen Bann lösen, eine Verwünschung aufheben; zu flüstern beginnen, zu raschen beginnen	perfective	зашёптывать	зашепчи'	зашепчи'те	зашепта'л	зашепта'ла	зашепта'ло	зашепта'ли	зашепчу'	заше'пчешь	заше'пчет	заше'пчем	заше'пчете	заше'пчут
возвратить	возврати'ть	return, give back, bring back, send back; repay, pay back, reimburse, refund; recover, get back, win back	zurückgeben	perfective	возвращать	возврати'	возврати'те	возврати'л	возврати'ла	возврати'ло	возврати'ли	возвращу'	возврати'шь	возврати'т	возврати'м	возврати'те	возвратя'т
прикоснуться	прикосну'ться	touch lightly	berühren, streifen	perfective	прикасаться	прикосни'сь	прикосни'тесь	прикосну'лся	прикосну'лась	прикосну'лось	прикосну'лись	прикосну'сь	прикоснёшься	прикоснётся	прикоснёмся	прикоснётесь	прикосну'тся
колыхаться	колыха'ться	heave, sway, wave, flutter	sich bewegen, schwanken, sich schaukeln, wehen	imperfective	колыхнуться	колы'шься	колы'шьтесь	колы'хался	колы'халась	колы'халось	колы'хались	колы'шусь	колы'шешься	колы'шется	колы'шемся	колы'шетесь	колы'шутся
дымить	дыми'ть	smoke, emit smoke, fill with smoke	rauchen, qualmen, dampfen	imperfective	надымить	дыми'	дыми'те	дыми'л	дыми'ла	дыми'ло	дыми'ли	дымлю'	дыми'шь	дыми'т	дыми'м	дыми'те	дымя'т
покрутить	покрути'ть	twist	drehen	perfective	крутить	покрути'	покрути'те	покрути'л	покрути'ла	покрути'ло	покрути'ли	покручу'	покру'тишь	покру'тит	покру'тим	покру'тите	покру'тят
смотреться	смотре'ться	look at oneself, be acceptable to the eye, produce an effect, look effective	aussehen, wirken, zur Wirkung kommen	imperfective	-	смотри'сь	смотри'тесь	смотре'лся	смотре'лась	смотре'лось	смотре'лись	смотрю'сь	смо'тришься	смо'трится	смо'тримся	смо'тритесь	смо'трятся
завестись	завести'сь	start, start up; turned on, excited	starten, anspringen; aufbrausen, ungehalten werden	perfective	заводиться	заведи'сь	заведи'тесь	завёлся	завела'сь	завело'сь	завели'сь	заведу'сь	заведёшься	заведётся	заведёмся	заведётесь	заведу'тся
распространять	распространя'ть	spread, diffuse, disseminate, propagate, popularize	etw. verbreiten (Nachricht etc.); etw. ausdehen / ausweiten auf (Gebiet, Personenkreis etc.)	imperfective	распространить	распространя'й	распространя'йте	распространя'л	распространя'ла	распространя'ло	распространя'ли	распространя'ю	распространя'ешь	распространя'ет	распространя'ем	распространя'ете	распространя'ют
вспотеть	вспоте'ть	sweat, perspire, toil, mist	schwitzen, verschwitzt sein	perfective	потеть	вспоте'й	вспоте'йте	вспоте'л	вспоте'ла	вспоте'ло	вспоте'ли	вспоте'ю	вспоте'ешь	вспоте'ет	вспоте'ем	вспоте'ете	вспоте'ют
смазать	сма'зать	smear, grease, oil, lubricate, dub, wipe off, grease the palm, grease the wheels, slur, bash, dot	schmieren (auch fig. "bestechen"); einschmieren / verschmieren (auch fig. "verwischen"), einfetten	perfective	смазывать	сма'жь	сма'жьте	сма'зал	сма'зала	сма'зало	сма'зали	сма'жу	сма'жешь	сма'жет	сма'жем	сма'жете	сма'жут
осмотреться	осмотре'ться		sich umsehen, Umschau halten, sich zurechtfinden	perfective	осматриваться	осмотри'сь	осмотри'тесь	осмотре'лся	осмотре'лась	осмотре'лось	осмотре'лись	осмотрю'сь	осмо'тришься	осмо'трится	осмо'тримся	осмо'тритесь	осмо'трятся
созреть	созре'ть	ripen, mature	reifen, reif werden, heranreifen	perfective	зреть,созревать	созре'й	созре'йте	созре'л	созре'ла	созре'ло	созре'ли	созре'ю	созре'ешь	созре'ет	созре'ем	созре'ете	созре'ют
соорудить	сооруди'ть	build, erect	errichten, aufbauen, bauen	perfective	сооружать	сооруди'	сооруди'те	сооруди'л	сооруди'ла	сооруди'ло	сооруди'ли	сооружу'	сооруди'шь	сооруди'т	сооруди'м	сооруди'те	соорудя'т
переписать	переписа'ть	to rewrite, to retype; to copy; to make a list, to take a census (of); (colloquial) to re-register	umschreiben, neu schreiben, abschreiben, eine Liste aufstellen	perfective	переписывать	перепиши'	перепиши'те	переписа'л	переписа'ла	переписа'ло	переписа'ли	перепишу'	перепи'шешь	перепи'шет	перепи'шем	перепи'шете	перепи'шут
печататься	печа'таться	publish, write for	im Druck sein, erscheinen, veröffentlicht werden	imperfective	напечататься	печа'тайся	печа'тайтесь	печа'тался	печа'талась	печа'талось	печа'тались	печа'таюсь	печа'таешься	печа'тается	печа'таемся	печа'таетесь	печа'таются
поджечь	подже'чь	set fire, set on fire, burn slightly	anzünden, in Brand stecken	perfective	поджигать	подожги'	подожги'те	поджёг	подожгла'	подожгло'	подожгли'	подожгу'	подожжёшь	подожжёт	подожжём	подожжёте	подожгу'т
достичь	дости'чь	reach, attain, achieve, mount	erreichen, erlangen; erzielen	perfective	достигать	дости'гни	дости'гните	дости'г,дости'гнул	дости'гла,дости'гнула	дости'гло,дости'гнуло	дости'гли,дости'гнули	дости'гну	дости'гнешь	дости'гнет	дости'гнем	дости'гнете	дости'гнут
зацепить	зацепи'ть	get hold, hook, engage, gear, catch, sting	festhaken, stoßen	perfective	зацеплять	зацепи'	зацепи'те	зацепи'л	зацепи'ла	зацепи'ло	зацепи'ли	зацеплю'	заце'пишь	заце'пит	заце'пим	заце'пите	заце'пят
выбегать	выбега'ть	run out	hinauslaufen, herauslaufen	imperfective	выбежать	выбега'й	выбега'йте	выбега'л	выбега'ла	выбега'ло	выбега'ли	выбега'ю	выбега'ешь	выбега'ет	выбега'ем	выбега'ете	выбега'ют
накладывать	накла'дывать	superimpose	auflegen, auftragen	imperfective	наложить	накла'дывай	накла'дывайте	накла'дывал	накла'дывала	накла'дывало	накла'дывали	накла'дываю	накла'дываешь	накла'дывает	накла'дываем	накла'дываете	накла'дывают
проспать	проспа'ть	sleep; oversleep	verschlafen, durchschlafen	perfective	просыпать	проспи'	проспи'те	проспа'л	проспала'	проспа'ло	проспа'ли	просплю'	проспи'шь	проспи'т	проспи'м	проспи'те	проспя'т
выписывать	выпи'сывать	extract, copy out, write out, trace out, write, order, subscribe, send, discharge, strike off the list	herausschreiben, kopieren; abonnieren; Scheck oder Rezept ausstellen; abmelden, entlassen, aus einer Liste streichen	imperfective	выписать	выпи'сывай	выпи'сывайте	выпи'сывал	выпи'сывала	выпи'сывало	выпи'сывали	выпи'сываю	выпи'сываешь	выпи'сывает	выпи'сываем	выпи'сываете	выпи'сывают
порасти	порасти'	become overgrown	eine Zeit lang wachsen; bewachsen mit	perfective	порастать	порасти'	порасти'те	поро'с	поросла'	поросло'	поросли'	порасту'	порастёшь	порастёт	порастём	порастёте	порасту'т
выручать	выруча'ть	help out, rescue, make, gain, net, clear	aushelfen, aus der Patsche helfen, zu Hilfe kommen, retten	imperfective	выручить	выруча'й	выруча'йте	выруча'л	выруча'ла	выруча'ло	выруча'ли	выруча'ю	выруча'ешь	выруча'ет	выруча'ем	выруча'ете	выруча'ют
постареть	постаре'ть	grow old, age, become out of date	altern / alt werden	perfective	стареть	постаре'й	постаре'йте	постаре'л	постаре'ла	постаре'ло	постаре'ли	постаре'ю	постаре'ешь	постаре'ет	постаре'ем	постаре'ете	постаре'ют
сжигать	сжига'ть	burn, cremate	verbrennen, einäschern	imperfective	сжечь	сжига'й	сжига'йте	сжига'л	сжига'ла	сжига'ло	сжига'ли	сжига'ю	сжига'ешь	сжига'ет	сжига'ем	сжига'ете	сжига'ют
ограничиваться	ограни'чиваться	limit oneself, confine oneself	sich beschränken	imperfective	ограничиться	ограни'чивайся	ограни'чивайтесь	ограни'чивался	ограни'чивалась	ограни'чивалось	ограни'чивались	ограни'чиваюсь	ограни'чиваешься	ограни'чивается	ограни'чиваемся	ограни'чиваетесь	ограни'чиваются
доносить	доноси'ть	report, inform, denounce	tragen (bis/nach, hertragen, hintragen); austragen (Kind etc.) / abtragen (Kleidung); anzeigen / denunzieren (Gerüchte / Geheimnisse "austragen")	imperfective	донести;донашивать	доноси'	доноси'те	доноси'л	доноси'ла	доноси'ло	доноси'ли	доношу'	доно'сишь	доно'сит	доно'сим	доно'сите	доно'сят
чесать	чеса'ть	comb, card, scratch	kratzen, kämmen	imperfective	почесать	чеши'	чеши'те	чеса'л	чеса'ла	чеса'ло	чеса'ли	чешу'	че'шешь	че'шет	че'шем	че'шете	че'шут
мстить	мстить	revenge oneself, take vengeance, avenge	rächen	imperfective	отомстить	мсти'	мсти'те	мсти'л	мсти'ла	мсти'ло	мсти'ли	мщу'	мсти'шь	мсти'т	мсти'м	мсти'те	мстя'т
торопить	торопи'ть	hurry, hasten, precipitate	zur Eile antreiben, drängen	imperfective	поторопить	торопи'	торопи'те	торопи'л	торопи'ла	торопи'ло	торопи'ли	тороплю'	торо'пишь	торо'пит	торо'пим	торо'пите	торо'пят
побаиваться	поба'иваться	be rather afraid	beunruhigt sein, ein wenig Angst haben	imperfective	-	поба'ивайся	поба'ивайтесь	поба'ивался	поба'ивалась	поба'ивалось	поба'ивались	поба'иваюсь	поба'иваешься	поба'ивается	поба'иваемся	поба'иваетесь	поба'иваются
наклоняться	наклоня'ться	stoop, bend	sich neigen, sich beugen, sich bücken	imperfective	наклониться	наклоня'йся	наклоня'йтесь	наклоня'лся	наклоня'лась	наклоня'лось	наклоня'лись	наклоня'юсь	наклоня'ешься	наклоня'ется	наклоня'емся	наклоня'етесь	наклоня'ются
взвиться	взви'ться		aufsteigen, sich in die Höhe schwingen	perfective	взвиваться	взве'йся	взве'йтесь	взви'лся	взвила'сь	взви'лось//взвило'сь	взви'лись//взвили'сь	взовью'сь	взовьёшься	взовьётся	взовьёмся	взовьётесь	взовью'тся
согреться	согре'ться		warm werden, sich erwärmen, sich wärmen	perfective	согреваться	согре'йся	согре'йтесь	согре'лся	согре'лась	согре'лось	согре'лись	согре'юсь	согре'ешься	согре'ется	согре'емся	согре'етесь	согре'ются
заключать	заключа'ть	conclude, infer, close, wind up, contract, make, lock up	enthalten, umfassen; schließen, folgern; abschließen, beenden; einschließen, einsperren	imperfective	заключить	заключа'й	заключа'йте	заключа'л	заключа'ла	заключа'ло	заключа'ли	заключа'ю	заключа'ешь	заключа'ет	заключа'ем	заключа'ете	заключа'ют
промелькнуть	промелькну'ть	flash, fly by, pass swiftly	vorbeifliegen, vorbeihuschen, verfliegen	perfective		промелькни'	промелькни'те	промелькну'л	промелькну'ла	промелькну'ло	промелькну'ли	промелькну'	промелькнёшь	промелькнёт	промелькнём	промелькнёте	промелькну'т
сдержаться	сдержа'ться		sich zurückhalten, sich beherrschen	perfective	сдерживаться	сдержи'сь	сдержи'тесь	сдержа'лся	сдержа'лась	сдержа'лось	сдержа'лись	сдержу'сь	сде'ржишься	сде'ржится	сде'ржимся	сде'ржитесь	сде'ржатся
стемнеть	стемне'ть	darken, be visible, loom	dunkel werden	perfective	темнеть	стемне'й	стемне'йте	стемне'л	стемне'ла	стемне'ло	стемне'ли	стемне'ю	стемне'ешь	стемне'ет	стемне'ем	стемне'ете	стемне'ют
пристроить	пристро'ить		anbauen; unterbringen, einen Job verschaffen, ein Plätzchen verschaffen	perfective	пристраивать	пристро'й	пристро'йте	пристро'ил	пристро'ила	пристро'ило	пристро'или	пристро'ю	пристро'ишь	пристро'ит	пристро'им	пристро'ите	пристро'ят
смыть	смыть	wash off, whitewash	abwaschen, fortschwemmen, wegspülen	perfective	смывать	смо'й	смо'йте	смы'л	смы'ла	смы'ло	смы'ли	смо'ю	смо'ешь	смо'ет	смо'ем	смо'ете	смо'ют
пригнуться	пригну'ться		sich bücken, sich ducken	perfective	пригибаться	пригни'сь	пригни'тесь	пригну'лся	пригну'лась	пригну'лось	пригну'лись	пригну'сь	пригнёшься	пригнётся	пригнёмся	пригнётесь	пригну'тся
гасить	гаси'ть	put out, extinguish; turn off the light	löschen, auslöschen; verprügeln, verdreschen, vermöbeln; dämpfen	imperfective	погасить;загасить	гаси'	гаси'те	гаси'л	гаси'ла	гаси'ло	гаси'ли	гашу'	га'сишь	га'сит	га'сим	га'сите	га'сят
отдаваться	отдава'ться	give oneself up, resound, reverberate, ring	sich widmen, sich hingeben	imperfective	отдаться	отдава'йся	отдава'йтесь	отдава'лся	отдава'лась	отдава'лось	отдава'лись	отдаю'сь	отдаёшься	отдаётся	отдаёмся	отдаётесь	отдаю'тся
приучить	приучи'ть	to train to, school to; to accustom	anleiten, angewöhnen	perfective	приучать	приучи'	приучи'те	приучи'л	приучи'ла	приучи'ло	приучи'ли	приучу'	приу'чишь	приу'чит	приу'чим	приу'чите	приу'чат
приглядеться	пригляде'ться		genau beobachten, fixieren, spähen; sich gewöhnen	perfective	приглядываться	пригляди'сь	пригляди'тесь	пригляде'лся	пригляде'лась	пригляде'лось	пригляде'лись	пригляжу'сь	пригляди'шься	пригляди'тся	пригляди'мся	пригляди'тесь	приглядя'тся
наброситься	набро'ситься	fall, pounce, attack, assault, go for	herfallen, seinen Aerger auslassen, überfallen	perfective	набрасываться	набро'сься	набро'сьтесь	набро'сился	набро'силась	набро'силось	набро'сились	набро'шусь	набро'сишься	набро'сится	набро'симся	набро'ситесь	набро'сятся
красить	кра'сить	colour, paint, dye, stain, make up, adorn	anstreichen / färben, anmalen, anpinseln; schminken, färben (Haare ect.), lackieren (Fingernägel etc.), tuschen (Wimpern)	imperfective	выкрасить;накрасить;покрасить	кра'сь	кра'сьте	кра'сил	кра'сила	кра'сило	кра'сили	кра'шу	кра'сишь	кра'сит	кра'сим	кра'сите	кра'сят
раздавать	раздава'ть	distribute, give out, serve out, dispense	ausgeben, verteilen	imperfective	раздать	раздава'й	раздава'йте	раздава'л	раздава'ла	раздава'ло	раздава'ли	раздаю'	раздаёшь	раздаёт	раздаём	раздаёте	раздаю'т
щуриться	щу'риться	squint, narrow	die Augen zusammenkneifen, blinzeln	imperfective	сощуриться,прищуриться	щу'рься	щу'рьтесь	щу'рился	щу'рилась	щу'рилось	щу'рились	щу'рюсь	щу'ришься	щу'рится	щу'римся	щу'ритесь	щу'рятся
промокнуть	промо'кнуть	to get soaked	trocknen, ablöschen (Tinte)	perfective	промокать	промо'кни	промо'кните	промо'кнул	промо'кнула	промо'кнуло	промо'кнули	промо'кну	промо'кешь	промо'кнет	промо'кнем	промо'кнете	промо'кнут
разгадать	разгада'ть	solve, divine; unravel	enträtseln, entschlüsseln, erraten	perfective	разгадывать	разгада'й	разгада'йте	разгада'л	разгада'ла	разгада'ло	разгада'ли	разгада'ю	разгада'ешь	разгада'ет	разгада'ем	разгада'ете	разгада'ют
проложить	проложи'ть	lay, build, construct, interlay	etw. verlegen, legen, installieren; anlegen, festlegen, bauen	perfective	прокладывать	проложи'	проложи'те	проложи'л	проложи'ла	проложи'ло	проложи'ли	проложу'	проло'жишь	проло'жит	проло'жим	проло'жите	проло'жат
томиться	томи'ться	pine, languish, stew	schmachten, sich quälen	imperfective		томи'сь	томи'тесь	томи'лся	томи'лась	томи'лось	томи'лись	томлю'сь	томи'шься	томи'тся	томи'мся	томи'тесь	томя'тся
утешить	уте'шить	comfort, console	trösten	perfective	утешать	уте'шь	уте'шьте	уте'шил	уте'шила	уте'шило	уте'шили	уте'шу	уте'шишь	уте'шит	уте'шим	уте'шите	уте'шат
проработать	прорабо'тать	work, spend working	durchhecheln, auseinandernehmen; durcharbeiten, durchgehen, detailliert studieren	perfective	прорабатывать	прорабо'тай	прорабо'тайте	прорабо'тал	прорабо'тала	прорабо'тало	прорабо'тали	прорабо'таю	прорабо'таешь	прорабо'тает	прорабо'таем	прорабо'таете	прорабо'тают
упрекать	упрека'ть	reproach, upbraid; blame	Vorwürfe machen, anschuldigen	imperfective	упрекнуть	упрека'й	упрека'йте	упрека'л	упрека'ла	упрека'ло	упрека'ли	упрека'ю	упрека'ешь	упрека'ет	упрека'ем	упрека'ете	упрека'ют
клевать	клева'ть	peck, bite	etw. (auf)picken, hacken (mit dem Schnabel); anbeißen (Fisch etc.)	imperfective	клюнуть	клю'й	клю'йте	клева'л	клева'ла	клева'ло	клева'ли	клюю'	клюёшь	клюёт	клюём	клюёте	клюю'т
выговаривать	выгова'ривать	articulate, pronounce, utter, tell off, reprimand, lecture, stipulate	aussprechen, artikulieren; einen Verweis erteilen, rügen	imperfective	выговорить	выгова'ривай	выгова'ривайте	выгова'ривал	выгова'ривала	выгова'ривало	выгова'ривали	выгова'риваю	выгова'риваешь	выгова'ривает	выгова'риваем	выгова'риваете	выгова'ривают
протирать	протира'ть	wear through, wear into holes, fray, rub a hole, rub through, grate	(ab)wischen, putzen, abreiben	imperfective	протереть	протира'й	протира'йте	протира'л	протира'ла	протира'ло	протира'ли	протира'ю	протира'ешь	протира'ет	протира'ем	протира'ете	протира'ют
обретать	обрета'ть	find	finden, gewinnen	imperfective	обрести	обрета'й	обрета'йте	обрета'л	обрета'ла	обрета'ло	обрета'ли	обрета'ю	обрета'ешь	обрета'ет	обрета'ем	обрета'ете	обрета'ют
выбрить	вы'брить	shave	rasieren, abrasieren	perfective	выбривать	вы'брей	вы'брейте	вы'брил	вы'брила	вы'брило	вы'брили	вы'брею	вы'бреешь	вы'бреет	вы'бреем	вы'бреете	вы'бреют
разгромить	разгроми'ть	raid, sack, loot, smash up, defeat, destroy, inveigh, fulminate, rout, smash, pound	zerschlagen, zernichten	perfective	громить	разгроми'	разгроми'те	разгроми'л	разгроми'ла	разгроми'ло	разгроми'ли	разгромлю'	разгроми'шь	разгроми'т	разгроми'м	разгроми'те	разгромя'т
перепугать	перепуга'ть	frighten, scare	jmd erschrecken	perfective	-	перепуга'й	перепуга'йте	перепуга'л	перепуга'ла	перепуга'ло	перепуга'ли	перепуга'ю	перепуга'ешь	перепуга'ет	перепуга'ем	перепуга'ете	перепуга'ют
просматривать	просма'тривать	look through sth, look over sth	über etw lesen, über etw bättern, durchsehen	imperfective	просмотреть	просма'тривай	просма'тривайте	просма'тривал	просма'тривала	просма'тривало	просма'тривали	просма'триваю	просма'триваешь	просма'тривает	просма'триваем	просма'триваете	просма'тривают
разместиться	размести'ться		Platz finden, unterkommen, sich einrichten, die Plätze einnehmen	perfective	размещаться	размести'сь	размести'тесь	размести'лся	размести'лась	размести'лось	размести'лись	размещу'сь	размести'шься	размести'тся	размести'мся	размести'тесь	разместя'тся
раздражить	раздражи'ть	irritate, annoy, put out, exasperate	verärgern; irritieren / reizen, aufbringen	perfective	раздражать	раздражи'	раздражи'те	раздражи'л	раздражи'ла	раздражи'ло	раздражи'ли	раздражу'	раздражи'шь	раздражи'т	раздражи'м	раздражи'те	раздража'т
замучить	заму'чить	torture, torment	zu Tode quälen, quälen, plagen	perfective	мучить,замучивать	заму'чь	заму'чьте	заму'чил	заму'чила	заму'чило	заму'чили	заму'чу	заму'чишь	заму'чит	заму'чим	заму'чите	заму'чат
переливаться	перелива'ться	flow somewhere else, overflow, run over, flow, run, play, modulate	schillern	imperfective	перелиться	перелива'йся	перелива'йтесь	перелива'лся	перелива'лась	перелива'лось	перелива'лись	перелива'юсь	перелива'ешься	перелива'ется	перелива'емся	перелива'етесь	перелива'ются
сыпать	сы'пать	pour, strew	streuen; schütten, überschütten, verschütten (verschwenden)	imperfective	насыпать;посыпать;сыпануть	сы'пь	сы'пьте	сы'пал	сы'пала	сы'пало	сы'пали	сы'плю	сы'плешь,сы'пешь	сы'плет,сы'пет	сы'плем,сы'пем	сы'плете,сы'пете	сы'плют,сы'пют
понизить	пони'зить	lower, reduce	senken, mindern, reduzieren	perfective	понижать	пони'зь	пони'зьте	пони'зил	пони'зила	пони'зило	пони'зили	пони'жу	пони'зишь	пони'зит	пони'зим	пони'зите	пони'зят
хихикать	хихи'кать	giggle, titter, chuckle, snigger	kichern	imperfective	хихикнуть	хихи'кай	хихи'кайте	хихи'кал	хихи'кала	хихи'кало	хихи'кали	хихи'каю	хихи'каешь	хихи'кает	хихи'каем	хихи'каете	хихи'кают
звякнуть	звя'кнуть	ring up	anklingeln, antelefonieren, scheppern	perfective	звякать	звя'кни	звя'кните	звя'кнул	звя'кнула	звя'кнуло	звя'кнули	звя'кну	звя'кнешь	звя'кнет	звя'кнем	звя'кнете	звя'кнут
сулить	сули'ть	promise	verheissen, versprechen	imperfective	посулить	сули'	сули'те	сули'л	сули'ла	сули'ло	сули'ли	сулю'	сули'шь	сули'т	сули'м	сули'те	суля'т
прогуливаться	прогу'ливаться	promenade, stroll, saunter, ramble	spazieren gehen, wandeln	imperfective	прогуляться	прогу'ливайся	прогу'ливайтесь	прогу'ливался	прогу'ливалась	прогу'ливалось	прогу'ливались	прогу'ливаюсь	прогу'ливаешься	прогу'ливается	прогу'ливаемся	прогу'ливаетесь	прогу'ливаются
повертеть	поверте'ть	turn	(eine Zeit lang) etwas drehen	perfective	вертеть	поверти'	поверти'те	поверте'л	поверте'ла	поверте'ло	поверте'ли	поверчу'	пове'ртишь	пове'ртит	пове'ртим	пове'ртите	пове'ртят
восклицать	восклица'ть	exclaim, cry	rufen, ausrufen	imperfective	воскликнуть	восклица'й	восклица'йте	восклица'л	восклица'ла	восклица'ло	восклица'ли	восклица'ю	восклица'ешь	восклица'ет	восклица'ем	восклица'ете	восклица'ют
